pauthor,peditor,ptitle,pyear,paddress,ppublisher,pseries,pid,pkey,ptype_id,pjournal_id,pbooktitle_id,pjournalfull_id,pbooktitlefull_id,partition
jian zhang 0004|phillip a. porras|johannes ullrich,,gaussian process learning for cyber-attack early warning.,2010,,,,2391974,journals/sadm/ZhangPU10,6,147,5,147,0,1
jian zhang 0004|joan feigenbaum,,finding highly correlated pairs efficiently with powerful pruning.,2006,,,,112590,conf/cikm/ZhangF06,1,0,117,0,117,1
lee a. belfore ii|amy b. adcock|ginger s. watson,,introducing digital logic and electronics concepts in a game-like environment.,2009,,,,852776,conf/springsim/BelforeAW09,4,0,5,0,0,1
bing liu 0002|lin liu|anna tsykin|gregory j. goodall|jeffrey e. green|min zhu|chang-hee kim|jiuyong li,,identifying functional mirna-mrna regulatory modules with correspondence latent dirichlet allocation.,2010,,,,1847222,journals/bioinformatics/LiuLTGGZKL10,3,61,5,61,0,1
hui yang|srinivasan parthasarathy|sameep mehta,,mining spatial object associations for scientific data.,2005,,,,460602,conf/ijcai/YangPM05,1,0,71,0,71,1
rebecca ermecke|philip mayrhofer|stefan wagner,,agents of diffusion - insights from a survey of facebook users.,2009,,,,293172,conf/hicss/ErmeckeMW09,1,0,295,0,295,1
derong shen|enyun yu|zhenhua wang|yue kou|tiezheng nie|ge yu,,smm: an effective schema matching model for data grids.,2008,,,,297379,conf/hpcc/ShenYWKNY08,1,0,298,0,298,1
stanislav a. filin|sergey n. moiseev|mikhail s. kondakov|alexandre v. garmonov|andrew y. savinkov|yun sang park|do hyon yim|jae ho lee|seok ho cheon|ki tae han,,qos-guaranteed cross-layer adaptive transmission algorithms with selective arq for the ieee 802.16 ofdma system.,2006,,,,806603,conf/vtc/FilinMKGSPYLCH06,4,0,301,0,301,1
fernando pérez-gonzález,,"special section on ""signal processing techniques for emerging communications applications"".",2001,,,,2311549,journals/sigpro/Perez-Gonzalez01,3,151,5,151,5,1
jayshankar sankarasetty|kevin mobley|libby foster|tad hammer|terri calderone,,software performance in the real world: personal lessons from the performance trauma team.,2007,,,,779864,conf/wosp/SankarasettyMFHC07,1,0,302,0,302,1
hyoukryeol choi|sungmoo ryew,,anthropomorphic joint mechanism with two degrees of freedom.,2000,,,,415031,conf/icra/ChoiR00,1,0,47,0,47,1
zhixiang chen|bin fu|yang liu|robert t. schweller,,algorithms for testing monomials in multivariate polynomials,2010,,,,1926975,journals/corr/abs-1007-2675,3,5,5,5,5,1
jacques briat|m. favre|cláudio f. r. geyer|jacques chassin de kergommeaux,,"schheduling of or-parallel prolog on a scalable, reconfigurable, distributed-memory multiprocessor.",1991,,,,621112,conf/parle/BriatFGK91,1,0,307,0,307,1
bo wang 0006|tülay adali,,time-dmain equalizer design for discrete multitone systems.,2000,,,,323637,conf/icc/WangA00a,4,0,5,0,5,1
joão carlos silva|nuno souto|francisco cercas|rui dinis,,iterative mmse detection for mimo/blast ds-cdma systems in frequency selective fading channels achieving high performance in fully loaded systems.,2005,,,,361845,conf/icete/SilvaSCD05,4,0,315,0,315,1
michael kasper|dirk müller|ewald von puttkamer,,ein verhaltensorientierter ansatz zum flächendeckenden fahren in a priori unbekannter umgebung.,1998,,,,47969,conf/ams/KasperMP98,1,0,5,0,5,1
jongchan lee|hongjin kim|kuinam j. kim,,resource reservation and allocation based on direction prediction for handoff in mobile multimedia networks.,2003,,,,328450,conf/iccS/LeeKK03,1,0,295,0,295,1
m. s. b. sowariraj|theo smedes|cora salm|ton j. mouthaan|fred g. kuper,,the influence of technology variation on ggnmosts and scrs against cdm bsd stress.,2002,,,,2316179,journals/mr/SowarirajSSMK02,1,17,5,17,5,1
alfonso ortega|emilio del rosal garcía|diana pérez|robert mercas|alexander perekrestenko|manuel alfonseca,,"pneps, neps for context free parsing: application to natural language processing.",2009,,,,543321,conf/iwann/OrtegaGPMPA09,1,0,5,0,0,1
ralf schenkel|tom crecelius|mouna kacimi|sebastian michel|thomas neumann|josiane xavier parreira|gerhard weikum,,efficient top-k querying over social-tagging networks.,2008,,,,698876,conf/sigir/SchenkelCKMNPW08,1,0,320,0,320,1
charlie y. shim|chang oan sung|jung y. kim|jinoo park,,a methodology for developing an adjustable security design metric by mapping software testing into security testing.,2004,,,,91684,conf/cata/ShimSKP04,1,0,5,0,5,1
s. c. chan|xuemei xie,,a rational subdivision scheme using cosine-modulated wavelets.,2004,,,,494887,conf/iscas/ChanX04,4,0,143,0,143,1
bing liu 0004|maoyuan yu|dennis maier|reinhard männer,,accelerated bundle adjustment in multiple-view reconstruction.,2003,,,,557444,conf/kes/LiuYMM03,1,0,262,0,262,1
michael moreinis|arkadiy morgenshtein|israel a. wagner|avinoam kolodny,,logic gates as repeaters (lgr) for area-efficient timing optimization.,2006,,,,2290209,journals/tvlsi/MoreinisMWK06,1,13,322,13,322,1
sebastian schmerl|hartmut könig|ulrich flegel|michael meier,,simplifying signature engineering by reuse.,2006,,,,223220,conf/etrics/SchmerlKFM06,1,0,324,0,324,1
thomas ludwig,,modeling structured open worlds in a database system: the fll-approach,1991,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,2420785,tr/ibm/IWBS149,3,156,5,156,5,1
theo dirk meijler|douwe postmus|hans wortmann,,towards model-driven evolvability of enterprise information systems.,2006,,,,208232,conf/edoc/MeijlerPW06,1,0,331,0,331,1
antonio cordella|maha shaikh,,actor network theory and after: what's new for is research?,2003,,,,200571,conf/ecis/CordellaS03,1,0,334,0,334,1
jibum kim|kyung-ho sohn|chungha koh|young yong kim,,a probabilistic transmission slot selection scheme for mc-cdma systems using qos history and delay bound.,2005,,,,787656,conf/wwic/KimSKK05,1,0,340,0,340,1
scott r. klemmer|mark w. newman|ryan farrell|mark bilezikjian|james a. landay,,the designers' outpost: a tangible interface for collaborative web site.,2001,,,,743519,conf/uist/KlemmerNFBo01,1,0,5,0,5,1
david tritchler|elena parkhomenko|joseph beyene,,filtering genes for cluster and network analysis.,2009,,,,1850071,journals/bmcbi/TritchlerPB09,3,21,5,21,5,1
eric gascard|laurence pierre,,formal proof of applications distributed in symmetric interconnection networks.,2003,,,,2179261,journals/ppl/GascardP03,3,0,5,0,5,1
suleyman tosun|nazanin mansouri|ercument arvas|mahmut t. kandemir|yuan xie|wei-lun hung,,reliability-centric hardware/software co-design.,2005,,,,526087,conf/isqed/TosunMAKXH05,1,0,349,0,349,1
jianmin tang|yuqing lin|mirka miller,,"calculating the extremal number ex(v;{c3, c4, ..., cn}).",2006,,,,2379599,journals/endm/TangLM06,3,19,5,19,5,1
roberto antonio vázquez,,pattern recognition using spiking neurons and firing rates.,2010,,,,307488,conf/iberamia/Vazquez10,3,0,356,0,356,1
kanj sobh|deyvisson oliveira|bing liu 0007|max mayantz|yu ming zhang|ali alhazmi|robin de bled|abdulrahman al-sharawi,,"software design document, testing, deployment and configuration management, and user manual of the uuis -- a team 4 comp5541-w10 project approach",2010,,,,1925394,journals/corr/abs-1005-0169,6,5,5,5,0,1
g. b. loghmani|m. ahmadinia,,numerical solution of sixth order boundary value problems with sixth degree b-spline functions.,2007,,,,2305613,journals/amc/LoghmaniA07,1,27,5,27,5,1
reiji suda|takayuki aoki|shoichi hirasawa|akira nukada|hiroki honda|satoshi matsuoka,,aspects of gpu for general purpose high performance computing.,2009,,,,61793,conf/aspdac/SudaAHNHM09,1,0,21,0,21,1
chunxiao xing|fengrong gao|lizhu zhou,,drms: massive digital resource management system based on oss.,2005,,,,310744,conf/icadl/XingGZ05,1,0,5,0,5,1
michael prietula|gary dickson,,flexible interfaces and the support of physical database design reasoning.,1986,,,,208626,conf/eds/PrietulaD86,3,0,359,0,359,1
christian dornhege|patrick eyerich|thomas keller|sebastian trüg|michael brenner|bernhard nebel,,semantic attachments for domain-independent planning systems.,2009,,,,44419,conf/aips/DornhegeEKTBN09,1,0,5,0,0,1
wei zhang|khaled ben letaief,,a systematic design of full diversity multiuser space-frequency codes.,2010,,,,2351610,journals/tsp/ZhangL10,3,15,5,15,5,1
shuhong wang|xuhua ding|robert h. deng|feng bao,,private information retrieval using trusted hardware.,2006,,,,221764,conf/esorics/WangDDB06,1,0,5,0,5,1
donald mills,,factorizations of root-based polynomial compositions.,2001,,,,1950370,journals/dm/Mills01,3,68,5,68,5,1
a. torbjörn johansson|paul r. white,,instantaneous frequency estimation at low signal-to-noise ratios using time-varying notch filters.,2008,,,,2313292,journals/sigpro/JohanssonW08,3,151,5,151,5,1
gang-qing hu|xiaobin zheng|huaiqiu zhu|zhen-su she,,prediction of translation initiation site for microbial genomes with tritisa.,2009,,,,1846008,journals/bioinformatics/HuZZS09,3,61,5,61,5,1
martin brown|fei he|george papadopoulos 0005,,dynamic basis pursuit regularization for complex biochemical pathway identification.,2009,,,,883093,conf/cdc/BrownHP09,1,0,5,0,5,1
yifan chen|chau yuen|yan zhang|zhenrong zhang,,cross-correlation analysis of generalized distributed antenna systems with cooperative diversity.,2007,,,,806041,conf/vtc/ChenYZZ07,3,0,367,0,367,1
yongbin zhang|aleix m. martínez,,a weighted probabilistic approach to face recognition from multiple images and video sequences.,2006,,,,2072949,journals/ivc/ZhangM06,3,170,5,170,5,1
leung cheng|pui-on au|weijia jia,,wireless anyserver - a mobile ad hoc web-based learning system.,2003,,,,436384,conf/icwl/ChengAJ03,1,0,369,0,369,1
won kim|jay banerjee|hong-tai chou|jorge f. garza|darrell woelk,,composite object support in an object-oriented database system.,1987,,,,612283,conf/oopsla/KimBCGW87,1,0,371,0,371,1
ion-florin talos|lauren o'donnell|carl-fredrik westin|simon k. warfield|william m. wells iii|seung-schik yoo|lawrence p. panych|alexandra golby|hatsuho mamata|stefan s. maier|peter ratiu|charles r. g. guttmann|peter m. black|ferenc a. jolesz|ron kikinis,,diffusion tensor and functional mri fusion with anatomical mri for image-guided neurosurgery.,2003,,,,583957,conf/miccai/TalosOWWWYPGMMRGBJK03,1,0,376,0,376,1
neville i. churcher|martin j. shepperd,,comments on ``a metrics suite for object oriented design''.,1995,,,,2282874,journals/tse/ChurcherS95,3,29,5,29,5,1
eleonora m. van der wenden|sarah l. price|robert p. apaya|adriaan p. ijzerman|willem soudijn,,relative binding orientations of adenosine a1 receptor ligands - a test case for distributed multipole analysis in medicinal chemistry.,1995,,,,2089596,journals/jcamd/WendenPAIS95,3,161,5,161,5,1
john h. gennari|mark a. musen|ray w. fergerson|william e. grosso|monica crubézy|henrik eriksson|natalya fridman noy|samson w. tu,,the evolution of protégé: an environment for knowledge-based systems development.,2003,,,,2031734,journals/ijmms/GennariMFGCENT03,3,175,5,175,5,1
krishna saraswat|shukri j. souri|kaustav banerjee|pawan kapur,,performance analysis and technology of 3-d ics.,2000,,,,708901,conf/slip/SaraswatSBK00,1,0,379,0,379,1
hamidreza azimian|jeremy breetzke|ana luisa trejos|rajni v. patel|michael d. naish|terry m. peters|john t. moore|chris wedlake|bob kiaii,,preoperative planning of robotics-assisted minimally invasive coronary artery bypass grafting.,2010,,,,424078,conf/icra/AzimianBTPNPMWK10,1,0,47,0,47,1
patrick murphy|j. patrick frantz|erik welsh|ricky hardy|tinoosh mohsenin|joseph r. cavallaro,,valid: custom asic verification and fpga education platform.,2003,,,,596765,conf/mse/MurphyFWHMC03,1,0,5,0,5,1
étienne vincent|robert laganière,,models from image triplets using epipolar gradient features.,2007,,,,2073202,journals/ivc/VincentL07,3,170,5,170,5,1
emil a. stoyanov|dieter roller|markus alexander wischy,,using managed communication channels in software components.,2006,,,,41578,conf/aina/StoyanovRW06,1,0,384,0,384,1
bernard chen|stephen pellicer|phang c. tai|robert w. harrison|yi pan,,super granular shrink-svm feature elimination (super gs-svm-fe) model for protein sequence motif information extraction.,2007,,,,74795,conf/bibe/ChenPTHP07,1,0,112,0,112,1
gregory g. slabaugh|gozde b. unal,,active polyhedron: surface evolution theory applied to deformable meshes.,2005,,,,151828,conf/cvpr/SlabaughU05,4,0,5,0,0,1
manuel alfonseca|alfonso ortega,,a study of the representation of fractal curves by l systems and their equivalences.,1997,,,,2003070,journals/ibmrd/AlfonsecaO97,3,28,5,28,5,1
robert i. davis|alan burns|reinder j. bril|johan j. lukkien,,"controller area network (can) schedulability analysis: refuted, revisited and revised.",2007,,,,2196732,journals/rts/DavisBBL07,1,180,389,180,389,1
lorenza giupponi|ramón agustí|jordi pérez-romero|oriol sallent,,a framework for jrrm with resource reservation and multiservice provisioning in heterogeneous networks.,2006,,,,2150142,journals/monet/GiupponiAPS06,3,0,5,0,5,1
lukasz figiel|marcin kaminski 0002,,numerical probabilistic approach to sensitivity analysis in a fatigue delamination problem of a two layer composite.,2009,,,,2309706,journals/amc/FigielK09,3,27,5,27,0,1
jordi olivella|albert corominas|rafael pastor,,an entropy-based measurement of working time flexibility.,2010,,,,2330262,journals/eor/OlivellaCP10,3,0,392,0,392,1
shaomin wu|ling-yau chan,,performance utility-analysis of multi-state systems.,2003,,,,2281967,journals/tr/WuC03,3,182,5,182,0,1
joseph d. horton|franziska berger,,minimum cycle bases of graphs over different fields.,2005,,,,2379302,journals/endm/HortonB05,1,19,5,19,5,1
heiko ludwig|luke o'connor|simon kramer,,miera: method for inter-enterprise role-based authorization.,2000,,,,206396,conf/ecweb/LudwigOK00,1,0,219,0,219,1
sam verboven|peter hellinckx|frans arickx|jan broeckhove,,runtime prediction based grid scheduling of parameter sweep jobs.,2008,,,,890432,conf/apscc/VerbovenHAB08,1,0,399,0,399,1
verena kaynig|bernd fischer|joachim m. buhmann,,probabilistic image registration and anomaly detection by nonlinear warping.,2008,,,,153451,conf/cvpr/KaynigFB08,4,0,5,0,5,1
won kim,,a snapshot of the trends of the internet era: united states 2003.,2003,,,,2119860,journals/jot/Kim03c,3,52,5,52,5,1
patricia r. s. jota|syed m. islam|tony wu|gerard ledwich,,a class of hybrid intelligent system for fault diagnosis in electric power systems.,1998,,,,2035761,journals/ijon/JotaIWL98,3,185,5,185,5,1
kunihiro fujiyoshi|yoji kajitani|hiroshi niitsu,,the totally-perfect bipartite graph and its construction.,1994,,,,489202,conf/isaac/FujiyoshiKN94,1,0,93,0,93,1
alexander brodsky|hadon nash,,cojava: optimization modeling by nondeterministic simulation.,2006,,,,137969,conf/cp/BrodskyN06,1,0,404,0,404,1
jie tang|juan-zi li|kehong wang|yue-ru cai,,research of atomic and anonymous electronic commerce protocol.,2003,,,,657831,conf/rsfdgrc/TangLWC03,1,0,5,0,5,1
andreas neumann,,unambiguity of sgml content models - pushdown automata revisited.,1997,,,,186332,conf/dlt/Neumann97,1,0,5,0,5,1
philipp sandhaus|susanne boll|reiner fageth,,employing a photo's life cycle for multimedia retrieval.,2008,,,,590707,conf/mm/SandhausBF08,1,0,409,0,409,1
jens müller|wilhelm g. spruth,,anwendungs- und transaktionsisolation unter java.,2008,,,,2018691,journals/ife/MullerS08,1,187,5,187,5,1
jinho seol|hyotaek shim|jaegeuk kim|seungryoul maeng,,a buffer replacement algorithm exploiting multi-chip parallelism in solid state disks.,2009,,,,91323,conf/cases/SeolSKM09,4,0,410,0,410,1
hilary alto|rangaraj m. rangayyan|raman b. paranjape|j. e. leo desautels|heather bryant,,an indexed atlas of digital mammograms for computer-aided diagnosis of breast cancer.,2003,,,,1816105,journals/adt/AltoRPDB03,3,4,5,4,5,1
eren kursun|rajarshi mukherjee|seda ogrenci memik,,early quality assessment for low power behavioral synthesis.,2005,,,,2335393,journals/jolpe/KursunMM05,3,192,5,192,5,1
yan li|jin zhao|na-xin sun|sankar k. pal,,generalized distribution reduction in inconsistent decision systems based on dominance relations.,2010,,,,658500,conf/rskt/LiZSP10,1,0,5,0,5,1
stefan brass|jürgen dix|teodor c. przymusinski,,computation of the semantics of autoepistemic belief theories.,1999,,,,1817387,journals/ai/BrassDP99,3,193,5,193,5,1
matthias bröcheler|andrea pugliese|v. s. subrahmanian,,cosi: cloud oriented subgraph identification in massive social networks.,2010,,,,892549,conf/asunam/BrochelerPS10,1,0,415,0,415,1
raul vicen-bueno|maria p. jarabo-amores|manuel rosa-zurera|roberto gil-pita|david de la mata-moya,,performance analysis of mlp-based radar detectors in weibull-distributed clutter with respect to target doppler frequency.,2007,,,,319920,conf/icann/Vicen-BuenoJRGM07,1,0,417,0,417,1
weon sang yoo|gyoo gun lim|jonathan s. kim,,a game theoretic modeling analysis on the internet channel disintermediation.,2009,,,,2381046,journals/jcit/YooLK09,3,194,5,194,0,1
hongyi wu|chong wang|nian-feng tzeng,,novel self-configurable positioning technique for multihop wireless networks.,2005,,,,2277189,journals/ton/WuWT05,1,108,418,108,418,1
