pauthor,ptitle,pyear,pid,pkey,journal,journalfull,booktitle,booktitlefull,journal_abbreviation,ptype
kevin hammond|roy dyckhoff|christian ferdinand|reinhold heckmann|martin hofmann|steffen jost|hans-wolfgang loidl|greg michaelson|robert f. pointon|norman scaife|jocelyn sérot|andy wallace,the embounded project (project start paper).,2005,687387,conf/sfp/HammondDFHHJLMPSSW05,,,,,,inproceedings
jian zhang 0004|joan feigenbaum,finding highly correlated pairs efficiently with powerful pruning.,2006,112590,conf/cikm/ZhangF06,,,cikm,international workshop on quality of service,,inproceedings
lee a. belfore ii|amy b. adcock|ginger s. watson,introducing digital logic and electronics concepts in a game-like environment.,2009,852776,conf/springsim/BelforeAW09,,,,,,phdthesis
bing liu 0002|lin liu|anna tsykin|gregory j. goodall|jeffrey e. green|min zhu|chang-hee kim|jiuyong li,identifying functional mirna-mrna regulatory modules with correspondence latent dirichlet allocation.,2010,1847222,journals/bioinformatics/LiuLTGGZKL10,bioinformatics,international journal of cognitive informatics and natural intelligence (ijcini),,,,article
hui yang|srinivasan parthasarathy|sameep mehta,mining spatial object associations for scientific data.,2005,460602,conf/ijcai/YangPM05,,,ijcai,inroads (acm sigcse bulletin)|acm sigcse bulletin,,inproceedings
rebecca ermecke|philip mayrhofer|stefan wagner,agents of diffusion - insights from a survey of facebook users.,2009,293172,conf/hicss/ErmeckeMW09,,,hicss,grid and cooperative computing,,inproceedings
derong shen|enyun yu|zhenhua wang|yue kou|tiezheng nie|ge yu,smm: an effective schema matching model for data grids.,2008,297379,conf/hpcc/ShenYWKNY08,,,hpcc,international conference on computer communications and networks,,inproceedings
stanislav a. filin|sergey n. moiseev|mikhail s. kondakov|alexandre v. garmonov|andrew y. savinkov|yun sang park|do hyon yim|jae ho lee|seok ho cheon|ki tae han,qos-guaranteed cross-layer adaptive transmission algorithms with selective arq for the ieee 802.16 ofdma system.,2006,806603,conf/vtc/FilinMKGSPYLCH06,,,vtc fall,intelligent data engineering and automated learning,,phdthesis
jayshankar sankarasetty|kevin mobley|libby foster|tad hammer|terri calderone,software performance in the real world: personal lessons from the performance trauma team.,2007,779864,conf/wosp/SankarasettyMFHC07,,,wosp,hypertext,,inproceedings
hyoukryeol choi|sungmoo ryew,anthropomorphic joint mechanism with two degrees of freedom.,2000,415031,conf/icra/ChoiR00,,,icra,journal of computing and information technology,,inproceedings
zhixiang chen|bin fu|yang liu|robert t. schweller,algorithms for testing monomials in multivariate polynomials,2010,1926975,journals/corr/abs-1007-2675,corr,international journal of wireless information networks,,,,article
jacques briat|m. favre|cláudio f. r. geyer|jacques chassin de kergommeaux,"schheduling of or-parallel prolog on a scalable, reconfigurable, distributed-memory multiprocessor.",1991,621112,conf/parle/BriatFGK91,,,parle (2),european conference on artificial life,,inproceedings
bo wang 0006|tülay adali,time-dmain equalizer design for discrete multitone systems.,2000,323637,conf/icc/WangA00a,,,,,,phdthesis
joão carlos silva|nuno souto|francisco cercas|rui dinis,iterative mmse detection for mimo/blast ds-cdma systems in frequency selective fading channels achieving high performance in fully loaded systems.,2005,361845,conf/icete/SilvaSCD05,,,eics,design automation conference,,phdthesis
michael kasper|dirk müller|ewald von puttkamer,ein verhaltensorientierter ansatz zum flächendeckenden fahren in a priori unbekannter umgebung.,1998,47969,conf/ams/KasperMP98,,,,,,inproceedings
jongchan lee|hongjin kim|kuinam j. kim,resource reservation and allocation based on direction prediction for handoff in mobile multimedia networks.,2003,328450,conf/iccS/LeeKK03,,,hicss,grid and cooperative computing,,inproceedings
m. s. b. sowariraj|theo smedes|cora salm|ton j. mouthaan|fred g. kuper,the influence of technology variation on ggnmosts and scrs against cdm bsd stress.,2002,2316179,journals/mr/SowarirajSSMK02,microelectronics reliability,journal of digital content technology and its applications,,,,inproceedings
alfonso ortega|emilio del rosal garcía|diana pérez|robert mercas|alexander perekrestenko|manuel alfonseca,"pneps, neps for context free parsing: application to natural language processing.",2009,543321,conf/iwann/OrtegaGPMPA09,,,,,,inproceedings
ralf schenkel|tom crecelius|mouna kacimi|sebastian michel|thomas neumann|josiane xavier parreira|gerhard weikum,efficient top-k querying over social-tagging networks.,2008,698876,conf/sigir/SchenkelCKMNPW08,,,sigir,requirements engineering,,inproceedings
charlie y. shim|chang oan sung|jung y. kim|jinoo park,a methodology for developing an adjustable security design metric by mapping software testing into security testing.,2004,91684,conf/cata/ShimSKP04,,,,,,inproceedings
s. c. chan|xuemei xie,a rational subdivision scheme using cosine-modulated wavelets.,2004,494887,conf/iscas/ChanX04,,,iscas (3),australasian conference on information security and privacy,,phdthesis
bing liu 0004|maoyuan yu|dennis maier|reinhard männer,accelerated bundle adjustment in multiple-view reconstruction.,2003,557444,conf/kes/LiuYMM03,,,kes,world conference on the www and internet,,inproceedings
michael moreinis|arkadiy morgenshtein|israel a. wagner|avinoam kolodny,logic gates as repeaters (lgr) for area-efficient timing optimization.,2006,2290209,journals/tvlsi/MoreinisMWK06,ieee trans. vlsi syst.,journal of convergence information technology,lrec,international conference on robotics and automation,,inproceedings
sebastian schmerl|hartmut könig|ulrich flegel|michael meier,simplifying signature engineering by reuse.,2006,223220,conf/etrics/SchmerlKFM06,,,amw,body sensor networks,,inproceedings
theo dirk meijler|douwe postmus|hans wortmann,towards model-driven evolvability of enterprise information systems.,2006,208232,conf/edoc/MeijlerPW06,,,edoc,international conference on advanced learning technologies,,inproceedings
antonio cordella|maha shaikh,actor network theory and after: what's new for is research?,2003,200571,conf/ecis/CordellaS03,,,ecis,network and distributed system security symposium,,inproceedings
jibum kim|kyung-ho sohn|chungha koh|young yong kim,a probabilistic transmission slot selection scheme for mc-cdma systems using qos history and delay bound.,2005,787656,conf/wwic/KimSKK05,,,wwic,embedded systems and applications,,inproceedings
scott r. klemmer|mark w. newman|ryan farrell|mark bilezikjian|james a. landay,the designers' outpost: a tangible interface for collaborative web site.,2001,743519,conf/uist/KlemmerNFBo01,,,,,,inproceedings
david tritchler|elena parkhomenko|joseph beyene,filtering genes for cluster and network analysis.,2009,1850071,journals/bmcbi/TritchlerPB09,bmc bioinformatics,international journal of intelligent information and database systems (ijiids),,,,article
eric gascard|laurence pierre,formal proof of applications distributed in symmetric interconnection networks.,2003,2179261,journals/ppl/GascardP03,,,,,,article
suleyman tosun|nazanin mansouri|ercument arvas|mahmut t. kandemir|yuan xie|wei-lun hung,reliability-centric hardware/software co-design.,2005,526087,conf/isqed/TosunMAKXH05,,,isqed,conference on correct hardware design and verification methods,,inproceedings
jianmin tang|yuqing lin|mirka miller,"calculating the extremal number ex(v;{c3, c4, ..., cn}).",2006,2379599,journals/endm/TangLM06,electronic notes in discrete mathematics,journal of networks,,,,article
roberto antonio vázquez,pattern recognition using spiking neurons and firing rates.,2010,307488,conf/iberamia/Vazquez10,,,iberamia,case based reasoning and development,,article
kanj sobh|deyvisson oliveira|bing liu 0007|max mayantz|yu ming zhang|ali alhazmi|robin de bled|abdulrahman al-sharawi,"software design document, testing, deployment and configuration management, and user manual of the uuis -- a team 4 comp5541-w10 project approach",2010,1925394,journals/corr/abs-1005-0169,corr,international journal of wireless information networks,,,,incollection
g. b. loghmani|m. ahmadinia,numerical solution of sixth order boundary value problems with sixth degree b-spline functions.,2007,2305613,journals/amc/LoghmaniA07,applied mathematics and computation,international journal on document analysis and recognition (ijdar),,,,inproceedings
reiji suda|takayuki aoki|shoichi hirasawa|akira nukada|hiroki honda|satoshi matsuoka,aspects of gpu for general purpose high performance computing.,2009,61793,conf/aspdac/SudaAHNHM09,,,asp dac,datenbanksysteme in buro,,inproceedings
chunxiao xing|fengrong gao|lizhu zhou,drms: massive digital resource management system based on oss.,2005,310744,conf/icadl/XingGZ05,,,,,,inproceedings
michael prietula|gary dickson,flexible interfaces and the support of physical database design reasoning.,1986,208626,conf/eds/PrietulaD86,,,expert database conf.,foundations of computer science (csrea),,article
christian dornhege|patrick eyerich|thomas keller|sebastian trüg|michael brenner|bernhard nebel,semantic attachments for domain-independent planning systems.,2009,44419,conf/aips/DornhegeEKTBN09,,,,,,inproceedings
wei zhang|khaled ben letaief,a systematic design of full diversity multiuser space-frequency codes.,2010,2351610,journals/tsp/ZhangL10,ieee transactions on signal processing,journal of advanced computational intelligence and intelligent informatics (jaciii),,,,article
shuhong wang|xuhua ding|robert h. deng|feng bao,private information retrieval using trusted hardware.,2006,221764,conf/esorics/WangDDB06,,,,,,inproceedings
donald mills,factorizations of root-based polynomial compositions.,2001,1950370,journals/dm/Mills01,discrete mathematics,journal of information & knowledge management,,,,article
gang-qing hu|xiaobin zheng|huaiqiu zhu|zhen-su she,prediction of translation initiation site for microbial genomes with tritisa.,2009,1846008,journals/bioinformatics/HuZZS09,bioinformatics,international journal of cognitive informatics and natural intelligence (ijcini),,,,article
martin brown|fei he|george papadopoulos 0005,dynamic basis pursuit regularization for complex biochemical pathway identification.,2009,883093,conf/cdc/BrownHP09,,,,,,inproceedings
yifan chen|chau yuen|yan zhang|zhenrong zhang,cross-correlation analysis of generalized distributed antenna systems with cooperative diversity.,2007,806041,conf/vtc/ChenYZZ07,,,vtc spring,brazilian symposium on geoinformatics,,article
leung cheng|pui-on au|weijia jia,wireless anyserver - a mobile ad hoc web-based learning system.,2003,436384,conf/icwl/ChengAJ03,,,icwl,workshop on power and timing modeling,,inproceedings
won kim|jay banerjee|hong-tai chou|jorge f. garza|darrell woelk,composite object support in an object-oriented database system.,1987,612283,conf/oopsla/KimBCGW87,,,oopsla,international symposium/conference on music information retrieval,,inproceedings
ion-florin talos|lauren o'donnell|carl-fredrik westin|simon k. warfield|william m. wells iii|seung-schik yoo|lawrence p. panych|alexandra golby|hatsuho mamata|stefan s. maier|peter ratiu|charles r. g. guttmann|peter m. black|ferenc a. jolesz|ron kikinis,diffusion tensor and functional mri fusion with anatomical mri for image-guided neurosurgery.,2003,583957,conf/miccai/TalosOWWWYPGMMRGBJK03,,,miccai (2),symposium on theoretical aspects of computer science,,inproceedings
neville i. churcher|martin j. shepperd,comments on ``a metrics suite for object oriented design''.,1995,2282874,journals/tse/ChurcherS95,ieee trans. software eng.,journal of the american society for information science and technology (jasist),,,,article
krishna saraswat|shukri j. souri|kaustav banerjee|pawan kapur,performance analysis and technology of 3-d ics.,2000,708901,conf/slip/SaraswatSBK00,,,his,asia pacific computer systems architecture conference,,inproceedings
hamidreza azimian|jeremy breetzke|ana luisa trejos|rajni v. patel|michael d. naish|terry m. peters|john t. moore|chris wedlake|bob kiaii,preoperative planning of robotics-assisted minimally invasive coronary artery bypass grafting.,2010,424078,conf/icra/AzimianBTPNPMWK10,,,icra,journal of computing and information technology,,inproceedings
